track_id,track_name,track_artist,track_preview
2O0WiTabKj4e5CdY1mIFe4,Recalienta,Emilia,https://p.scdn.co/mp3-preview/45463ca8afab95730fbf4863060012c71a4b9da2?cid=42af1dc139184fc09475bdf54c5029cf
0LX3DnrnDI7dkiKsfWbgj5,Billion,Emilia,https://p.scdn.co/mp3-preview/4ba398c0bb044d18d9a13097d415ab0ead3891e4?cid=42af1dc139184fc09475bdf54c5029cf
5FYUCl30XA4avs2aBKhKaL,828,"Aleesha, Emilia",https://p.scdn.co/mp3-preview/a895c5a4a55afe9bbce08f9fb7543e482bec5cd8?cid=42af1dc139184fc09475bdf54c5029cf
2EaqSjTQuzsQ3F8ncmsFKW,BB - Emilia en Vivo,Emilia,https://p.scdn.co/mp3-preview/c1e26a2c4620149594035fcb13460ecd0ab51141?cid=42af1dc139184fc09475bdf54c5029cf
2WUmmdgeXxIKhEbsfKZ4fd,No Más,Emilia,https://p.scdn.co/mp3-preview/f17aa89a3fba0c796f4e92a38eba6b5112f72faa?cid=42af1dc139184fc09475bdf54c5029cf
6qv6O0VQhXbhzEu4v5ASv5,Policía,Emilia,https://p.scdn.co/mp3-preview/344b96da3ce23493c61e90713a780200542fb2c8?cid=42af1dc139184fc09475bdf54c5029cf
45jM2fuCq0NHD9p7xn0ptd,¿Cual Es Tu Plan?,"Bad Bunny, Ñejo, Pj Sin Suela, DJ Nelson",https://p.scdn.co/mp3-preview/0d54765c6105cceee9a46e3560e4b934723feab6?cid=42af1dc139184fc09475bdf54c5029cf
67LNc70FgGcKHgRQtn3o33,Ayer,"DJ Nelson, Anuel AA",https://p.scdn.co/mp3-preview/8de62e8fbdb96b0b1781999abe00c9d87e5d1c47?cid=42af1dc139184fc09475bdf54c5029cf
6vakABC8veui722qtIXy18,Yo Voy A Llegar,DJ Nelson,https://p.scdn.co/mp3-preview/59d2a593643f25a7f9ff60caca5c5ea08a165f87?cid=42af1dc139184fc09475bdf54c5029cf
2fxmV4oZNFCZGXgJ8tN9Jf,Chica Virtual (feat. Arcangel),"DJ Nelson, Arcángel",https://p.scdn.co/mp3-preview/2c75053a13efcd5444b53d3ed8fe325d49115b92?cid=42af1dc139184fc09475bdf54c5029cf
29DAucP3S2qSdh1fiamJRs,No Tiene Novio (feat. Nejo & Tego Calderon),"DJ Nelson, DJ Rafy Mercenario, Ñejo, Tego Calderón",https://p.scdn.co/mp3-preview/02997c26d46f47d7471d69f5b4b8b8b6f239de2e?cid=42af1dc139184fc09475bdf54c5029cf
2FxV7yyyfkByIGmUp1o1dY,Maniatica,DJ Nelson,https://p.scdn.co/mp3-preview/7af723bf2894057867d73e6464a10f09ed89b3e6?cid=42af1dc139184fc09475bdf54c5029cf
0m2CS9McLcfM6UNtUBagyn,Yo Voy A Legar (feat. Zion),"DJ Nelson, Zion",https://p.scdn.co/mp3-preview/10650f458dd0f254dbbef2607b15949b0eb43f50?cid=42af1dc139184fc09475bdf54c5029cf
2INwljeo4SdZYcGweKpkKK,Pasarela (feat. Dalmata),"DJ Nelson, Dalmata",https://p.scdn.co/mp3-preview/1496258617fde90ccb394dcdc5cc8d11b50b825f?cid=42af1dc139184fc09475bdf54c5029cf
4gu6Akv9Q755ArkE1Vq4rG,Mala Mía,"Jay Wheeler, DJ Nelson, Miky Woodz",https://p.scdn.co/mp3-preview/c703a5075149a47a7fdb1f9159681b7db5f22bda?cid=42af1dc139184fc09475bdf54c5029cf
0UTqbl5ncpLjW23CDq1Hn7,2 Pa 1 - Remix,"Ferro, Jay Wheeler, DJ Nelson",https://p.scdn.co/mp3-preview/7f8eb2b06e79c9d5f174c84a1f03ce120cf17d88?cid=42af1dc139184fc09475bdf54c5029cf
0dVinw89ZlZ9ObLzF1qxb8,Loco Por Verte (feat. Alejandro Armes),"DJ Nelson, Jay Wheeler, Sammy Baby, Alejandro Armes",https://p.scdn.co/mp3-preview/0da6865a6bdda4e10530d156ed5edd3fac321116?cid=42af1dc139184fc09475bdf54c5029cf
4QlS0KVlWDjobiJopJEPiY,Vengo Acabando,DJ Nelson,https://p.scdn.co/mp3-preview/4be707cf53b5234166d5ac4ee71657129e0ab9b4?cid=42af1dc139184fc09475bdf54c5029cf
3CerlljsJSVaRrzESJQVWU,Te Veo Bailar (feat. Brray & Alejandro Armes),"DJ Nelson, Wisin & Yandel, Baby Rasta & Gringo, Brray, Alejandro Armes",https://p.scdn.co/mp3-preview/3151a4157d27c92af29007d6e4d799151279b382?cid=42af1dc139184fc09475bdf54c5029cf
60QXmziHwZ4zviPrWGPZy6,Cochinear,DJ Nelson,https://p.scdn.co/mp3-preview/a93250b4b9b3f3750b3f5089bb1794c7af86bba1?cid=42af1dc139184fc09475bdf54c5029cf
2wQBzAZdsaqDBbtwBk5MhA,PAPI (feat. Babywine & Alberto Stylee),"DJ Nelson, Jose De Las Heras, Alejandro Armes, Babywine, Alberto Stylee",https://p.scdn.co/mp3-preview/3ab3544b2e6dcf7e89030822808372e561b07edb?cid=42af1dc139184fc09475bdf54c5029cf
0VvTZUGSzkTSMrlROI9TRF,Mejor Asi,"Jay Wheeler, DJ Nelson",https://p.scdn.co/mp3-preview/aadda8b56d4a24ce07a973ed7a02b74e204d4198?cid=42af1dc139184fc09475bdf54c5029cf
4ipOlqOQx0hoNFgy2u4wGj,Nos Fuimos Hasta Abajo - Remix,DJ Nelson,https://p.scdn.co/mp3-preview/2df97d62c44a9c363fe31325bbafa21020567af0?cid=42af1dc139184fc09475bdf54c5029cf
6lq4xnerNWXUQkl7Pd9iXW,Esa Nota,"Jay Wheeler, DJ Nelson, Dalex",https://p.scdn.co/mp3-preview/ed2958c7136043a176f4adb31be30932111906d2?cid=42af1dc139184fc09475bdf54c5029cf
10AHTSjnGFbUqMJo2ou7t5,Junto Al Amanecer - Official Remix,DJ Nelson,https://p.scdn.co/mp3-preview/f763305004ea4ebb6964f8683a264ef95a1f5f35?cid=42af1dc139184fc09475bdf54c5029cf
4JmgPQn8IaS2YLAgO4lpQP,Mataron A Cupido (feat. Divino),"DJ Nelson, Alberto Stylee, Jay Wheeler, Divino",https://p.scdn.co/mp3-preview/6644733acd125f606c1acdac3c4d5b6f38ba504f?cid=42af1dc139184fc09475bdf54c5029cf
1pCzGo4nmK0Ui69Kerj8WS,Mujeres,DJ Nelson,https://p.scdn.co/mp3-preview/705d46e2903ee78e7319032668e854515c439511?cid=42af1dc139184fc09475bdf54c5029cf
5FJR7bk3ITJ4Wc7FRN9Alp,Tu Voluntad,"Onell Diaz, Jonematics, DJ Nelson",https://p.scdn.co/mp3-preview/073a49f80397799b19c3bd9dd77e25ec81414982?cid=42af1dc139184fc09475bdf54c5029cf
5FNAn5k6X5zeTg84chzd6c,BIOL-101,"Jay Wheeler, Jorge Milliano, DJ Nelson",https://p.scdn.co/mp3-preview/dbfecffd0e7bb4e607f88a9402c47d0a764d4f74?cid=42af1dc139184fc09475bdf54c5029cf
5G4figOxh7ig54tqbbmpsN,Pase Lo Que Pase - Remix,"Andrez Babii, Jay Wheeler, DJ Nelson",https://p.scdn.co/mp3-preview/fa8f8985d8802dbe561293960e79a0e275e2de8a?cid=42af1dc139184fc09475bdf54c5029cf
7IzTqlcNIVONE35fEgj9w5,Una Mujer,"DJ Nelson, De La Ghetto, Brytiago, Darell",https://p.scdn.co/mp3-preview/3cafa3700b755334e7df70b547d148771d1f0d81?cid=42af1dc139184fc09475bdf54c5029cf
